initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth
50,250,25,0,10,15,100
100,250,25,0,10,15,100
150,250,25,0,10,15,100
200,250,25,0,10,15,100
250,250,25,0,10,15,100
0,0,50,0,10,15,100
50,0,50,0,10,15,100
100,0,50,0,10,15,100
150,0,50,0,10,15,100
200,0,50,0,10,15,100
250,0,50,0,10,15,100
0,50,50,0,10,15,100
50,50,50,0,10,15,100
100,50,50,0,10,15,100
150,50,50,0,10,15,100
200,50,50,0,10,15,100
250,50,50,0,10,15,100
0,100,50,0,10,15,100
50,100,50,0,10,15,100
100,100,50,0,10,15,100
150,100,50,0,10,15,100
200,100,50,0,10,15,100
250,100,50,0,10,15,100
0,150,50,0,10,15,100
50,150,50,0,10,15,100
100,150,50,0,10,15,100
150,150,50,0,10,15,100
200,150,50,0,10,15,100
250,150,50,0,10,15,100
0,200,50,0,10,15,100
50,200,50,0,10,15,100
100,200,50,0,10,15,100
150,200,50,0,10,15,100
200,200,50,0,10,15,100
250,200,50,0,10,15,100
0,250,50,0,10,15,100
50,250,50,0,10,15,100
100,250,50,0,10,15,100
150,250,50,0,10,15,100
200,250,50,0,10,15,100
250,250,50,0,10,15,100
0,0,0,25,10,15,100
50,0,0,25,10,15,100
100,0,0,25,10,15,100
150,0,0,25,10,15,100
200,0,0,25,10,15,100
250,0,0,25,10,15,100
0,50,0,25,10,15,100
50,50,0,25,10,15,100
100,50,0,25,10,15,100
150,50,0,25,10,15,100
200,50,0,25,10,15,100
250,50,0,25,10,15,100
0,100,0,25,10,15,100
50,100,0,25,10,15,100
100,100,0,25,10,15,100
150,100,0,25,10,15,100
200,100,0,25,10,15,100
250,100,0,25,10,15,100
0,150,0,25,10,15,100
50,150,0,25,10,15,100
100,150,0,25,10,15,100
150,150,0,25,10,15,100
200,150,0,25,10,15,100
250,150,0,25,10,15,100
0,200,0,25,10,15,100
50,200,0,25,10,15,100
100,200,0,25,10,15,100
150,200,0,25,10,15,100
200,200,0,25,10,15,100
250,200,0,25,10,15,100
0,250,0,25,10,15,100
50,250,0,25,10,15,100
100,250,0,25,10,15,100
150,250,0,25,10,15,100
200,250,0,25,10,15,100
250,250,0,25,10,15,100
0,0,25,25,10,15,100
50,0,25,25,10,15,100
100,0,25,25,10,15,100
150,0,25,25,10,15,100
200,0,25,25,10,15,100
250,0,25,25,10,15,100
0,50,25,25,10,15,100
50,50,25,25,10,15,100
100,50,25,25,10,15,100
150,50,25,25,10,15,100
200,50,25,25,10,15,100
250,50,25,25,10,15,100
0,100,25,25,10,15,100
50,100,25,25,10,15,100
100,100,25,25,10,15,100
150,100,25,25,10,15,100
200,100,25,25,10,15,100
250,100,25,25,10,15,100
0,150,25,25,10,15,100
50,150,25,25,10,15,100
100,150,25,25,10,15,100
150,150,25,25,10,15,100
200,150,25,25,10,15,100
250,150,25,25,10,15,100
0,200,25,25,10,15,100
50,200,25,25,10,15,100
100,200,25,25,10,15,100
150,200,25,25,10,15,100
200,200,25,25,10,15,100
250,200,25,25,10,15,100
0,250,25,25,10,15,100
50,250,25,25,10,15,100
100,250,25,25,10,15,100
150,250,25,25,10,15,100
200,250,25,25,10,15,100
250,250,25,25,10,15,100
0,0,50,25,10,15,100
50,0,50,25,10,15,100
100,0,50,25,10,15,100
150,0,50,25,10,15,100
200,0,50,25,10,15,100
250,0,50,25,10,15,100
0,50,50,25,10,15,100
50,50,50,25,10,15,100
100,50,50,25,10,15,100
150,50,50,25,10,15,100
200,50,50,25,10,15,100
250,50,50,25,10,15,100
0,100,50,25,10,15,100
50,100,50,25,10,15,100
100,100,50,25,10,15,100
150,100,50,25,10,15,100
200,100,50,25,10,15,100
250,100,50,25,10,15,100
0,150,50,25,10,15,100
50,150,50,25,10,15,100
100,150,50,25,10,15,100
150,150,50,25,10,15,100
200,150,50,25,10,15,100
250,150,50,25,10,15,100
0,200,50,25,10,15,100
50,200,50,25,10,15,100
100,200,50,25,10,15,100
150,200,50,25,10,15,100
200,200,50,25,10,15,100
250,200,50,25,10,15,100
0,250,50,25,10,15,100
50,250,50,25,10,15,100
100,250,50,25,10,15,100
150,250,50,25,10,15,100
200,250,50,25,10,15,100
250,250,50,25,10,15,100
0,0,0,50,10,15,100
50,0,0,50,10,15,100
100,0,0,50,10,15,100
150,0,0,50,10,15,100
200,0,0,50,10,15,100
250,0,0,50,10,15,100
0,50,0,50,10,15,100
50,50,0,50,10,15,100
100,50,0,50,10,15,100
150,50,0,50,10,15,100
200,50,0,50,10,15,100
250,50,0,50,10,15,100
0,100,0,50,10,15,100
50,100,0,50,10,15,100
100,100,0,50,10,15,100
150,100,0,50,10,15,100
200,100,0,50,10,15,100
250,100,0,50,10,15,100
0,150,0,50,10,15,100
50,150,0,50,10,15,100
100,150,0,50,10,15,100
150,150,0,50,10,15,100
200,150,0,50,10,15,100
250,150,0,50,10,15,100
0,200,0,50,10,15,100
50,200,0,50,10,15,100
100,200,0,50,10,15,100
150,200,0,50,10,15,100
200,200,0,50,10,15,100
250,200,0,50,10,15,100
0,250,0,50,10,15,100
50,250,0,50,10,15,100
100,250,0,50,10,15,100
150,250,0,50,10,15,100
200,250,0,50,10,15,100
250,250,0,50,10,15,100
0,0,25,50,10,15,100
50,0,25,50,10,15,100
100,0,25,50,10,15,100
150,0,25,50,10,15,100
200,0,25,50,10,15,100
250,0,25,50,10,15,100
0,50,25,50,10,15,100
50,50,25,50,10,15,100
100,50,25,50,10,15,100
150,50,25,50,10,15,100
200,50,25,50,10,15,100
250,50,25,50,10,15,100
0,100,25,50,10,15,100
50,100,25,50,10,15,100
100,100,25,50,10,15,100
150,100,25,50,10,15,100
200,100,25,50,10,15,100
250,100,25,50,10,15,100
0,150,25,50,10,15,100
50,150,25,50,10,15,100
100,150,25,50,10,15,100
150,150,25,50,10,15,100
200,150,25,50,10,15,100
250,150,25,50,10,15,100
0,200,25,50,10,15,100
50,200,25,50,10,15,100
100,200,25,50,10,15,100
150,200,25,50,10,15,100
200,200,25,50,10,15,100
250,200,25,50,10,15,100
0,250,25,50,10,15,100
50,250,25,50,10,15,100
100,250,25,50,10,15,100
150,250,25,50,10,15,100
200,250,25,50,10,15,100
250,250,25,50,10,15,100
0,0,50,50,10,15,100
50,0,50,50,10,15,100
100,0,50,50,10,15,100
150,0,50,50,10,15,100
200,0,50,50,10,15,100
250,0,50,50,10,15,100
0,50,50,50,10,15,100
50,50,50,50,10,15,100
100,50,50,50,10,15,100
150,50,50,50,10,15,100
200,50,50,50,10,15,100
250,50,50,50,10,15,100
0,100,50,50,10,15,100
50,100,50,50,10,15,100
100,100,50,50,10,15,100
150,100,50,50,10,15,100
200,100,50,50,10,15,100
250,100,50,50,10,15,100
0,150,50,50,10,15,100
50,150,50,50,10,15,100
100,150,50,50,10,15,100
150,150,50,50,10,15,100
200,150,50,50,10,15,100
250,150,50,50,10,15,100
0,200,50,50,10,15,100
50,200,50,50,10,15,100
100,200,50,50,10,15,100
150,200,50,50,10,15,100
200,200,50,50,10,15,100
250,200,50,50,10,15,100
0,250,50,50,10,15,100
50,250,50,50,10,15,100
100,250,50,50,10,15,100
150,250,50,50,10,15,100
200,250,50,50,10,15,100
250,250,50,50,10,15,100
0,0,0,75,10,15,100
50,0,0,75,10,15,100
100,0,0,75,10,15,100
150,0,0,75,10,15,100
200,0,0,75,10,15,100
250,0,0,75,10,15,100
0,50,0,75,10,15,100
50,50,0,75,10,15,100
100,50,0,75,10,15,100
150,50,0,75,10,15,100
200,50,0,75,10,15,100
250,50,0,75,10,15,100
0,100,0,75,10,15,100
50,100,0,75,10,15,100
100,100,0,75,10,15,100
150,100,0,75,10,15,100
200,100,0,75,10,15,100
250,100,0,75,10,15,100
0,150,0,75,10,15,100
50,150,0,75,10,15,100
100,150,0,75,10,15,100
150,150,0,75,10,15,100
200,150,0,75,10,15,100
250,150,0,75,10,15,100
0,200,0,75,10,15,100
50,200,0,75,10,15,100
100,200,0,75,10,15,100
150,200,0,75,10,15,100
200,200,0,75,10,15,100
250,200,0,75,10,15,100
0,250,0,75,10,15,100
50,250,0,75,10,15,100
100,250,0,75,10,15,100
150,250,0,75,10,15,100
200,250,0,75,10,15,100
250,250,0,75,10,15,100
0,0,25,75,10,15,100
50,0,25,75,10,15,100
100,0,25,75,10,15,100
150,0,25,75,10,15,100
200,0,25,75,10,15,100
250,0,25,75,10,15,100
0,50,25,75,10,15,100
50,50,25,75,10,15,100
100,50,25,75,10,15,100
150,50,25,75,10,15,100
200,50,25,75,10,15,100
250,50,25,75,10,15,100
0,100,25,75,10,15,100
50,100,25,75,10,15,100
100,100,25,75,10,15,100
150,100,25,75,10,15,100
200,100,25,75,10,15,100
250,100,25,75,10,15,100
0,150,25,75,10,15,100
50,150,25,75,10,15,100
100,150,25,75,10,15,100
150,150,25,75,10,15,100
200,150,25,75,10,15,100
250,150,25,75,10,15,100
0,200,25,75,10,15,100
50,200,25,75,10,15,100
100,200,25,75,10,15,100
150,200,25,75,10,15,100
200,200,25,75,10,15,100
250,200,25,75,10,15,100
0,250,25,75,10,15,100
50,250,25,75,10,15,100
100,250,25,75,10,15,100
150,250,25,75,10,15,100
200,250,25,75,10,15,100
250,250,25,75,10,15,100
0,0,50,75,10,15,100
50,0,50,75,10,15,100
100,0,50,75,10,15,100
150,0,50,75,10,15,100
200,0,50,75,10,15,100
250,0,50,75,10,15,100
0,50,50,75,10,15,100
50,50,50,75,10,15,100
100,50,50,75,10,15,100
150,50,50,75,10,15,100
200,50,50,75,10,15,100
250,50,50,75,10,15,100
0,100,50,75,10,15,100
50,100,50,75,10,15,100
100,100,50,75,10,15,100
150,100,50,75,10,15,100
200,100,50,75,10,15,100
250,100,50,75,10,15,100
0,150,50,75,10,15,100
50,150,50,75,10,15,100
100,150,50,75,10,15,100
150,150,50,75,10,15,100
200,150,50,75,10,15,100
250,150,50,75,10,15,100
0,200,50,75,10,15,100
50,200,50,75,10,15,100
100,200,50,75,10,15,100
150,200,50,75,10,15,100
200,200,50,75,10,15,100
250,200,50,75,10,15,100
0,250,50,75,10,15,100
50,250,50,75,10,15,100
100,250,50,75,10,15,100
150,250,50,75,10,15,100
200,250,50,75,10,15,100
250,250,50,75,10,15,100
0,0,0,100,10,15,100
50,0,0,100,10,15,100
100,0,0,100,10,15,100
150,0,0,100,10,15,100
200,0,0,100,10,15,100
250,0,0,100,10,15,100
0,50,0,100,10,15,100
50,50,0,100,10,15,100
100,50,0,100,10,15,100
150,50,0,100,10,15,100
200,50,0,100,10,15,100
250,50,0,100,10,15,100
0,100,0,100,10,15,100
50,100,0,100,10,15,100
100,100,0,100,10,15,100
150,100,0,100,10,15,100
200,100,0,100,10,15,100
250,100,0,100,10,15,100
0,150,0,100,10,15,100
50,150,0,100,10,15,100
100,150,0,100,10,15,100
150,150,0,100,10,15,100
200,150,0,100,10,15,100
250,150,0,100,10,15,100
0,200,0,100,10,15,100
50,200,0,100,10,15,100
100,200,0,100,10,15,100
150,200,0,100,10,15,100
200,200,0,100,10,15,100
250,200,0,100,10,15,100
0,250,0,100,10,15,100
50,250,0,100,10,15,100
100,250,0,100,10,15,100
150,250,0,100,10,15,100
200,250,0,100,10,15,100
250,250,0,100,10,15,100
0,0,25,100,10,15,100
50,0,25,100,10,15,100
100,0,25,100,10,15,100
150,0,25,100,10,15,100
200,0,25,100,10,15,100
250,0,25,100,10,15,100
0,50,25,100,10,15,100
50,50,25,100,10,15,100
100,50,25,100,10,15,100
150,50,25,100,10,15,100
200,50,25,100,10,15,100
250,50,25,100,10,15,100
0,100,25,100,10,15,100
50,100,25,100,10,15,100
100,100,25,100,10,15,100
150,100,25,100,10,15,100
200,100,25,100,10,15,100
250,100,25,100,10,15,100
0,150,25,100,10,15,100
50,150,25,100,10,15,100
100,150,25,100,10,15,100
150,150,25,100,10,15,100
200,150,25,100,10,15,100
250,150,25,100,10,15,100
0,200,25,100,10,15,100
50,200,25,100,10,15,100
100,200,25,100,10,15,100
150,200,25,100,10,15,100
200,200,25,100,10,15,100
250,200,25,100,10,15,100
0,250,25,100,10,15,100
50,250,25,100,10,15,100
100,250,25,100,10,15,100
150,250,25,100,10,15,100
200,250,25,100,10,15,100
250,250,25,100,10,15,100
0,0,50,100,10,15,100
50,0,50,100,10,15,100
100,0,50,100,10,15,100
150,0,50,100,10,15,100
200,0,50,100,10,15,100
250,0,50,100,10,15,100
0,50,50,100,10,15,100
50,50,50,100,10,15,100
100,50,50,100,10,15,100
150,50,50,100,10,15,100
200,50,50,100,10,15,100
250,50,50,100,10,15,100
0,100,50,100,10,15,100
50,100,50,100,10,15,100
100,100,50,100,10,15,100
150,100,50,100,10,15,100
200,100,50,100,10,15,100
250,100,50,100,10,15,100
0,150,50,100,10,15,100
50,150,50,100,10,15,100
100,150,50,100,10,15,100
150,150,50,100,10,15,100
200,150,50,100,10,15,100
250,150,50,100,10,15,100
0,200,50,100,10,15,100
50,200,50,100,10,15,100
100,200,50,100,10,15,100
150,200,50,100,10,15,100
200,200,50,100,10,15,100
250,200,50,100,10,15,100
0,250,50,100,10,15,100
50,250,50,100,10,15,100
100,250,50,100,10,15,100
150,250,50,100,10,15,100
200,250,50,100,10,15,100
250,250,50,100,10,15,100
0,0,0,0,15,15,100
50,0,0,0,15,15,100
100,0,0,0,15,15,100
150,0,0,0,15,15,100
200,0,0,0,15,15,100
250,0,0,0,15,15,100
0,50,0,0,15,15,100
50,50,0,0,15,15,100
100,50,0,0,15,15,100
150,50,0,0,15,15,100
200,50,0,0,15,15,100
250,50,0,0,15,15,100
0,100,0,0,15,15,100
50,100,0,0,15,15,100
100,100,0,0,15,15,100
150,100,0,0,15,15,100
200,100,0,0,15,15,100
250,100,0,0,15,15,100
0,150,0,0,15,15,100
50,150,0,0,15,15,100
100,150,0,0,15,15,100
150,150,0,0,15,15,100
200,150,0,0,15,15,100
250,150,0,0,15,15,100
0,200,0,0,15,15,100
50,200,0,0,15,15,100
100,200,0,0,15,15,100
150,200,0,0,15,15,100
200,200,0,0,15,15,100
250,200,0,0,15,15,100
0,250,0,0,15,15,100
50,250,0,0,15,15,100
100,250,0,0,15,15,100
150,250,0,0,15,15,100
200,250,0,0,15,15,100
250,250,0,0,15,15,100
0,0,25,0,15,15,100
50,0,25,0,15,15,100
100,0,25,0,15,15,100
150,0,25,0,15,15,100
200,0,25,0,15,15,100
250,0,25,0,15,15,100
0,50,25,0,15,15,100
50,50,25,0,15,15,100
100,50,25,0,15,15,100
150,50,25,0,15,15,100
200,50,25,0,15,15,100
250,50,25,0,15,15,100
0,100,25,0,15,15,100
50,100,25,0,15,15,100
100,100,25,0,15,15,100
150,100,25,0,15,15,100
200,100,25,0,15,15,100
250,100,25,0,15,15,100
0,150,25,0,15,15,100
50,150,25,0,15,15,100
100,150,25,0,15,15,100
150,150,25,0,15,15,100
200,150,25,0,15,15,100
250,150,25,0,15,15,100
0,200,25,0,15,15,100
50,200,25,0,15,15,100
100,200,25,0,15,15,100
150,200,25,0,15,15,100
200,200,25,0,15,15,100
250,200,25,0,15,15,100
0,250,25,0,15,15,100
50,250,25,0,15,15,100
100,250,25,0,15,15,100
150,250,25,0,15,15,100
200,250,25,0,15,15,100
250,250,25,0,15,15,100
0,0,50,0,15,15,100
50,0,50,0,15,15,100
100,0,50,0,15,15,100
150,0,50,0,15,15,100
200,0,50,0,15,15,100
250,0,50,0,15,15,100
0,50,50,0,15,15,100
50,50,50,0,15,15,100
100,50,50,0,15,15,100
150,50,50,0,15,15,100
200,50,50,0,15,15,100
250,50,50,0,15,15,100
0,100,50,0,15,15,100
50,100,50,0,15,15,100
100,100,50,0,15,15,100
150,100,50,0,15,15,100
200,100,50,0,15,15,100
250,100,50,0,15,15,100
0,150,50,0,15,15,100
50,150,50,0,15,15,100
100,150,50,0,15,15,100
150,150,50,0,15,15,100
200,150,50,0,15,15,100
250,150,50,0,15,15,100
0,200,50,0,15,15,100
50,200,50,0,15,15,100
100,200,50,0,15,15,100
150,200,50,0,15,15,100
200,200,50,0,15,15,100
250,200,50,0,15,15,100
0,250,50,0,15,15,100
50,250,50,0,15,15,100
100,250,50,0,15,15,100
150,250,50,0,15,15,100
200,250,50,0,15,15,100
250,250,50,0,15,15,100
0,0,0,25,15,15,100
50,0,0,25,15,15,100
100,0,0,25,15,15,100
150,0,0,25,15,15,100
200,0,0,25,15,15,100
250,0,0,25,15,15,100
0,50,0,25,15,15,100
50,50,0,25,15,15,100
100,50,0,25,15,15,100
150,50,0,25,15,15,100
200,50,0,25,15,15,100
250,50,0,25,15,15,100
0,100,0,25,15,15,100
50,100,0,25,15,15,100
100,100,0,25,15,15,100
150,100,0,25,15,15,100
200,100,0,25,15,15,100
250,100,0,25,15,15,100
0,150,0,25,15,15,100
50,150,0,25,15,15,100
100,150,0,25,15,15,100
150,150,0,25,15,15,100
200,150,0,25,15,15,100
250,150,0,25,15,15,100
0,200,0,25,15,15,100
50,200,0,25,15,15,100
100,200,0,25,15,15,100
150,200,0,25,15,15,100
200,200,0,25,15,15,100
250,200,0,25,15,15,100
0,250,0,25,15,15,100
50,250,0,25,15,15,100
100,250,0,25,15,15,100
150,250,0,25,15,15,100
200,250,0,25,15,15,100
250,250,0,25,15,15,100
0,0,25,25,15,15,100
50,0,25,25,15,15,100
100,0,25,25,15,15,100
150,0,25,25,15,15,100
200,0,25,25,15,15,100
250,0,25,25,15,15,100
0,50,25,25,15,15,100
50,50,25,25,15,15,100
100,50,25,25,15,15,100
150,50,25,25,15,15,100
200,50,25,25,15,15,100
250,50,25,25,15,15,100
0,100,25,25,15,15,100
50,100,25,25,15,15,100
100,100,25,25,15,15,100
150,100,25,25,15,15,100
200,100,25,25,15,15,100
250,100,25,25,15,15,100
0,150,25,25,15,15,100
50,150,25,25,15,15,100
100,150,25,25,15,15,100
150,150,25,25,15,15,100
200,150,25,25,15,15,100
250,150,25,25,15,15,100
0,200,25,25,15,15,100
50,200,25,25,15,15,100
100,200,25,25,15,15,100
150,200,25,25,15,15,100
200,200,25,25,15,15,100
250,200,25,25,15,15,100
0,250,25,25,15,15,100
50,250,25,25,15,15,100
100,250,25,25,15,15,100
150,250,25,25,15,15,100
200,250,25,25,15,15,100
250,250,25,25,15,15,100
0,0,50,25,15,15,100
50,0,50,25,15,15,100
100,0,50,25,15,15,100
150,0,50,25,15,15,100
200,0,50,25,15,15,100
250,0,50,25,15,15,100
0,50,50,25,15,15,100
50,50,50,25,15,15,100
100,50,50,25,15,15,100
150,50,50,25,15,15,100
200,50,50,25,15,15,100
250,50,50,25,15,15,100
0,100,50,25,15,15,100
50,100,50,25,15,15,100
100,100,50,25,15,15,100
150,100,50,25,15,15,100
200,100,50,25,15,15,100
250,100,50,25,15,15,100
0,150,50,25,15,15,100
50,150,50,25,15,15,100
100,150,50,25,15,15,100
150,150,50,25,15,15,100
200,150,50,25,15,15,100
250,150,50,25,15,15,100
0,200,50,25,15,15,100
50,200,50,25,15,15,100
100,200,50,25,15,15,100
150,200,50,25,15,15,100
200,200,50,25,15,15,100
250,200,50,25,15,15,100
0,250,50,25,15,15,100
50,250,50,25,15,15,100
100,250,50,25,15,15,100
150,250,50,25,15,15,100
200,250,50,25,15,15,100
250,250,50,25,15,15,100
0,0,0,50,15,15,100
50,0,0,50,15,15,100
100,0,0,50,15,15,100
150,0,0,50,15,15,100
200,0,0,50,15,15,100
250,0,0,50,15,15,100
0,50,0,50,15,15,100
50,50,0,50,15,15,100
100,50,0,50,15,15,100
150,50,0,50,15,15,100
200,50,0,50,15,15,100
250,50,0,50,15,15,100
0,100,0,50,15,15,100
50,100,0,50,15,15,100
100,100,0,50,15,15,100
150,100,0,50,15,15,100
200,100,0,50,15,15,100
250,100,0,50,15,15,100
0,150,0,50,15,15,100
50,150,0,50,15,15,100
100,150,0,50,15,15,100
150,150,0,50,15,15,100
200,150,0,50,15,15,100
250,150,0,50,15,15,100
0,200,0,50,15,15,100
50,200,0,50,15,15,100
100,200,0,50,15,15,100
150,200,0,50,15,15,100
200,200,0,50,15,15,100
250,200,0,50,15,15,100
0,250,0,50,15,15,100
50,250,0,50,15,15,100
100,250,0,50,15,15,100
150,250,0,50,15,15,100
200,250,0,50,15,15,100
250,250,0,50,15,15,100
0,0,25,50,15,15,100
50,0,25,50,15,15,100
100,0,25,50,15,15,100
150,0,25,50,15,15,100
200,0,25,50,15,15,100
250,0,25,50,15,15,100
0,50,25,50,15,15,100
50,50,25,50,15,15,100
100,50,25,50,15,15,100
150,50,25,50,15,15,100
200,50,25,50,15,15,100
250,50,25,50,15,15,100
0,100,25,50,15,15,100
50,100,25,50,15,15,100
100,100,25,50,15,15,100
150,100,25,50,15,15,100
200,100,25,50,15,15,100
250,100,25,50,15,15,100
0,150,25,50,15,15,100
50,150,25,50,15,15,100
100,150,25,50,15,15,100
150,150,25,50,15,15,100
200,150,25,50,15,15,100
250,150,25,50,15,15,100
0,200,25,50,15,15,100
50,200,25,50,15,15,100
100,200,25,50,15,15,100
150,200,25,50,15,15,100
200,200,25,50,15,15,100
250,200,25,50,15,15,100
0,250,25,50,15,15,100
50,250,25,50,15,15,100
100,250,25,50,15,15,100
150,250,25,50,15,15,100
200,250,25,50,15,15,100
250,250,25,50,15,15,100
0,0,50,50,15,15,100
50,0,50,50,15,15,100
100,0,50,50,15,15,100
150,0,50,50,15,15,100
200,0,50,50,15,15,100
250,0,50,50,15,15,100
0,50,50,50,15,15,100
50,50,50,50,15,15,100
100,50,50,50,15,15,100
150,50,50,50,15,15,100
200,50,50,50,15,15,100
250,50,50,50,15,15,100
0,100,50,50,15,15,100
50,100,50,50,15,15,100
100,100,50,50,15,15,100
150,100,50,50,15,15,100
200,100,50,50,15,15,100
250,100,50,50,15,15,100
0,150,50,50,15,15,100
50,150,50,50,15,15,100
100,150,50,50,15,15,100
150,150,50,50,15,15,100
200,150,50,50,15,15,100
250,150,50,50,15,15,100
0,200,50,50,15,15,100
50,200,50,50,15,15,100
100,200,50,50,15,15,100
150,200,50,50,15,15,100
200,200,50,50,15,15,100
250,200,50,50,15,15,100
0,250,50,50,15,15,100
50,250,50,50,15,15,100
100,250,50,50,15,15,100
150,250,50,50,15,15,100
200,250,50,50,15,15,100
250,250,50,50,15,15,100
0,0,0,75,15,15,100
50,0,0,75,15,15,100
100,0,0,75,15,15,100
150,0,0,75,15,15,100
200,0,0,75,15,15,100
250,0,0,75,15,15,100
0,50,0,75,15,15,100
50,50,0,75,15,15,100
100,50,0,75,15,15,100
150,50,0,75,15,15,100
200,50,0,75,15,15,100
250,50,0,75,15,15,100
0,100,0,75,15,15,100
50,100,0,75,15,15,100
100,100,0,75,15,15,100
150,100,0,75,15,15,100
200,100,0,75,15,15,100
250,100,0,75,15,15,100
0,150,0,75,15,15,100
50,150,0,75,15,15,100
100,150,0,75,15,15,100
150,150,0,75,15,15,100
200,150,0,75,15,15,100
250,150,0,75,15,15,100
0,200,0,75,15,15,100
50,200,0,75,15,15,100
100,200,0,75,15,15,100
150,200,0,75,15,15,100
200,200,0,75,15,15,100
250,200,0,75,15,15,100
0,250,0,75,15,15,100
50,250,0,75,15,15,100
100,250,0,75,15,15,100
150,250,0,75,15,15,100
200,250,0,75,15,15,100
250,250,0,75,15,15,100
0,0,25,75,15,15,100
50,0,25,75,15,15,100
100,0,25,75,15,15,100
150,0,25,75,15,15,100
200,0,25,75,15,15,100
250,0,25,75,15,15,100
0,50,25,75,15,15,100
50,50,25,75,15,15,100
100,50,25,75,15,15,100
150,50,25,75,15,15,100
200,50,25,75,15,15,100
250,50,25,75,15,15,100
0,100,25,75,15,15,100
50,100,25,75,15,15,100
100,100,25,75,15,15,100
150,100,25,75,15,15,100
200,100,25,75,15,15,100
250,100,25,75,15,15,100
0,150,25,75,15,15,100
50,150,25,75,15,15,100
100,150,25,75,15,15,100
150,150,25,75,15,15,100
200,150,25,75,15,15,100
250,150,25,75,15,15,100
0,200,25,75,15,15,100
50,200,25,75,15,15,100
100,200,25,75,15,15,100
150,200,25,75,15,15,100
200,200,25,75,15,15,100
250,200,25,75,15,15,100
0,250,25,75,15,15,100
50,250,25,75,15,15,100
100,250,25,75,15,15,100
150,250,25,75,15,15,100
200,250,25,75,15,15,100
250,250,25,75,15,15,100
0,0,50,75,15,15,100
50,0,50,75,15,15,100
100,0,50,75,15,15,100
150,0,50,75,15,15,100
200,0,50,75,15,15,100
250,0,50,75,15,15,100
0,50,50,75,15,15,100
50,50,50,75,15,15,100
100,50,50,75,15,15,100
150,50,50,75,15,15,100
200,50,50,75,15,15,100
250,50,50,75,15,15,100
0,100,50,75,15,15,100
50,100,50,75,15,15,100
100,100,50,75,15,15,100
150,100,50,75,15,15,100
200,100,50,75,15,15,100
250,100,50,75,15,15,100
0,150,50,75,15,15,100
50,150,50,75,15,15,100
100,150,50,75,15,15,100
150,150,50,75,15,15,100
200,150,50,75,15,15,100
250,150,50,75,15,15,100
0,200,50,75,15,15,100
50,200,50,75,15,15,100
100,200,50,75,15,15,100
150,200,50,75,15,15,100
200,200,50,75,15,15,100
250,200,50,75,15,15,100
0,250,50,75,15,15,100
50,250,50,75,15,15,100
100,250,50,75,15,15,100
150,250,50,75,15,15,100
200,250,50,75,15,15,100
250,250,50,75,15,15,100
0,0,0,100,15,15,100
50,0,0,100,15,15,100
100,0,0,100,15,15,100
150,0,0,100,15,15,100
200,0,0,100,15,15,100
250,0,0,100,15,15,100
0,50,0,100,15,15,100
50,50,0,100,15,15,100
100,50,0,100,15,15,100
150,50,0,100,15,15,100
200,50,0,100,15,15,100
250,50,0,100,15,15,100
0,100,0,100,15,15,100
50,100,0,100,15,15,100
100,100,0,100,15,15,100
150,100,0,100,15,15,100
200,100,0,100,15,15,100
250,100,0,100,15,15,100
0,150,0,100,15,15,100
50,150,0,100,15,15,100
100,150,0,100,15,15,100
150,150,0,100,15,15,100
200,150,0,100,15,15,100
250,150,0,100,15,15,100
0,200,0,100,15,15,100
50,200,0,100,15,15,100
100,200,0,100,15,15,100
150,200,0,100,15,15,100
200,200,0,100,15,15,100
250,200,0,100,15,15,100
0,250,0,100,15,15,100
50,250,0,100,15,15,100
100,250,0,100,15,15,100
150,250,0,100,15,15,100
200,250,0,100,15,15,100
250,250,0,100,15,15,100
0,0,25,100,15,15,100
50,0,25,100,15,15,100
100,0,25,100,15,15,100
150,0,25,100,15,15,100
200,0,25,100,15,15,100
250,0,25,100,15,15,100
0,50,25,100,15,15,100
50,50,25,100,15,15,100
100,50,25,100,15,15,100
150,50,25,100,15,15,100
200,50,25,100,15,15,100
250,50,25,100,15,15,100
0,100,25,100,15,15,100
50,100,25,100,15,15,100
100,100,25,100,15,15,100
150,100,25,100,15,15,100
200,100,25,100,15,15,100
250,100,25,100,15,15,100
0,150,25,100,15,15,100
50,150,25,100,15,15,100
100,150,25,100,15,15,100
150,150,25,100,15,15,100
200,150,25,100,15,15,100
250,150,25,100,15,15,100
0,200,25,100,15,15,100
50,200,25,100,15,15,100
100,200,25,100,15,15,100
150,200,25,100,15,15,100
200,200,25,100,15,15,100
250,200,25,100,15,15,100
0,250,25,100,15,15,100
50,250,25,100,15,15,100
100,250,25,100,15,15,100
150,250,25,100,15,15,100
200,250,25,100,15,15,100
250,250,25,100,15,15,100
0,0,50,100,15,15,100
50,0,50,100,15,15,100
100,0,50,100,15,15,100
150,0,50,100,15,15,100
200,0,50,100,15,15,100
250,0,50,100,15,15,100
0,50,50,100,15,15,100
50,50,50,100,15,15,100
100,50,50,100,15,15,100
150,50,50,100,15,15,100
200,50,50,100,15,15,100
250,50,50,100,15,15,100
0,100,50,100,15,15,100
50,100,50,100,15,15,100
100,100,50,100,15,15,100
150,100,50,100,15,15,100
200,100,50,100,15,15,100
250,100,50,100,15,15,100
